,edu_degree,edu_school,school_star,school_rank,mobile_city_lvl,mobile_prov_lvl,age,gender,idno_city_lvl,idno_prov_lvl,issame_prov,issame_city,graduate_Y,mob_3_134,mob_3_135,mob_3_136,mob_3_137,mob_3_138,mob_3_139,mob_3_147,mob_3_150,mob_3_151,mob_3_152,mob_3_157,mob_3_158,mob_3_159,mob_3_178,mob_3_182,mob_3_183,mob_3_184,mob_3_187,mob_3_188
id,2,5,5,5,1,1,27,1,6,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
